lat,lng,t,f
41.895619147837536,12.472052199540714,person,200
41.89580303245712,12.471973596953355,person,200
41.89585986941424,12.4720488308584,person,200
41.895799689105125,12.471960122224093,person,200
41.89581974921446,12.4719837030003,person,200
41.895462009652185,12.472263303632483,person,210
41.89549878670894,12.472248706009117,person,210
41.895522190279486,12.472200421562594,person,210
41.89548875660465,12.472170103421755,person,210
41.89556231066619,12.472173472104071,person,210
41.89553556374452,12.47214315396323,person,210
41.895522190279486,12.472118450292918,person,210
41.89555562393682,12.472145399751442,person,210
41.89552553364601,12.472089255046184,person,210
41.895515503545916,12.472078026105132,person,210
41.895582370850086,12.472072411634606,car,210
41.8955589673016,12.472017389823455,person,210
41.89562583456025,12.472076903211027,person,210
41.895619147837536,12.472052199540714,person,210
41.89580303245712,12.471971351165143,person,210
41.895856526065224,12.472045462176084,person,210
41.895799689105125,12.471957876435882,person,210
41.895462009652185,12.472263303632483,person,220
41.89549878670894,12.472248706009117,person,220
41.89548875660465,12.472172349209966,person,220
41.89556231066619,12.472174594998176,person,220
41.895548937206755,12.472152137116073,person,220
41.89553556374452,12.47214315396323,person,220
41.89551884691279,12.472121818975234,person,220
41.895522190279486,12.472090377940289,person,220
41.895515503545916,12.472080271893343,person,220
41.895548937206755,12.472084763469763,person,220
41.895582370850086,12.472073534528711,car,220
41.89553222037852,12.472010652458824,person,220
41.8955589673016,12.472017389823455,person,220
41.89562583456025,12.472076903211027,person,220
41.895619147837536,12.472052199540714,person,220
41.89561246111412,12.471834358084315,person,220
41.8956458947242,12.471839972554841,person,220
41.895799689105125,12.471970228271038,person,220
41.895853182716024,12.472039847705558,person,220
41.895796345752956,12.471954507753566,person,220
41.895462009652185,12.472263303632483,person,230
41.89549878670894,12.472249828903221,person,230
41.89556231066619,12.472173472104071,person,230
41.895548937206755,12.472155505798387,person,230
41.89553222037852,12.47214315396323,person,230
41.89551884691279,12.472124064763443,person,230
41.895522190279486,12.472091500834393,person,230
41.895515503545916,12.472080271893343,person,230
41.895548937206755,12.472089255046184,person,230
41.89554559384146,12.472085886363868,person,230
41.89555562393682,12.472061182693556,person,230
41.89558571421346,12.472067920058187,car,230
41.89553556374452,12.472010652458824,person,230
41.8955589673016,12.472017389823455,person,230
41.89562583456025,12.472076903211027,person,230
41.895619147837536,12.472052199540714,person,230
41.895652581444104,12.471841095448946,person,230
41.895799689105125,12.471967982482829,person,230
41.895849839366655,12.472037601917348,person,230
41.895796345752956,12.471952261965356,person,230
41.895462009652185,12.472263303632483,person,240
41.89549878670894,12.472249828903221,person,240
41.89547538312982,12.472222879444697,person,240
41.89556231066619,12.472172349209966,person,240
41.89553556374452,12.472139785280916,person,240
41.89551884691279,12.472093746622605,person,240
41.895515503545916,12.472081394787448,person,240
41.895548937206755,12.472091500834393,person,240
41.89555562393682,12.47206679716408,person,240
41.89558571421346,12.472067920058187,car,240
41.89555228057188,12.472021881399874,person,240
41.89553556374452,12.472009529564717,person,240
41.89562583456025,12.472078026105132,person,240
41.895619147837536,12.47205332243482,person,240
41.89564923808424,12.471844464131262,person,240
41.895796345752956,12.471964613800512,person,240
41.89584649601711,12.472036479023243,person,240
41.89579300240061,12.47194889328304,person,240
41.89582977926677,12.471991563259037,person,240
41.89543191931727,12.47232393991416,person,250
41.895462009652185,12.472263303632483,person,250
41.89549878670894,12.472248706009117,person,250
41.89547872649879,12.472220633656486,person,250
41.89556231066619,12.472172349209966,person,250
41.895548937206755,12.472156628692492,person,250
41.89553556374452,12.47213417081039,person,250
41.89551884691279,12.472126310551655,person,250
41.89551216017887,12.47209936109313,person,250
41.89550881681165,12.472085886363868,person,250
41.89554559384146,12.472082517681553,person,250
41.895582370850086,12.472071288740501,car,250
41.89555228057188,12.47202300429398,person,250
41.895538907110335,12.472009529564717,person,250
41.89562583456025,12.472076903211027,person,250
41.89562249119898,12.47205332243482,person,250
41.89564923808424,12.471851201495893,person,250
41.89579300240061,12.471965736694619,person,250
41.89584649601711,12.472033110340927,person,250
41.89578965904809,12.47194664749483,person,250
41.89583312261719,12.471996054835456,person,250
41.89543191931727,12.47232393991416,person,260
41.89552887701235,12.472341906219842,person,260
41.895462009652185,12.472263303632483,person,260
41.89549878670894,12.472248706009117,person,260
41.89556231066619,12.472172349209966,person,260
41.895548937206755,12.472156628692492,person,260
41.89552887701235,12.472135293704495,person,260
41.89551884691279,12.472128556339865,person,260
41.89551216017887,12.47209936109313,person,260
41.89550547344425,12.472087009257974,person,260
41.895582370850086,12.472071288740501,car,260
41.89555228057188,12.472021881399874,person,260
41.895538907110335,12.472008406670613,person,260
41.89562917792134,12.472075780316922,person,260
41.89562583456025,12.472054445328924,person,260
41.895652581444104,12.471852324389998,person,260
41.89579300240061,12.471962368012303,person,260
41.89578297234252,12.47195113907125,person,260
41.895843152667396,12.472028618764506,person,260
41.89583646596743,12.471997177729563,person,260
41.895462009652185,12.472259934950166,person,270
41.89549878670894,12.472248706009117,person,270
41.89556231066619,12.472173472104071,person,270
41.895548937206755,12.472158874480703,person,270
41.89552887701235,12.472133047916286,person,270
41.89551216017887,12.472102729775447,person,270
41.89550547344425,12.472088132152079,person,270
41.895582370850086,12.472071288740501,car,270
41.89555228057188,12.47202300429398,person,270
41.895538907110335,12.472007283776508,person,270
41.89562917792134,12.472076903211027,person,270
41.89562583456025,12.472054445328924,person,270
41.895652581444104,12.471857938860524,person,270
41.89578965904809,12.471961245118198,person,270
41.8958398093175,12.472024127188085,person,270
41.895786315695396,12.471941033024304,person,270
41.89543191931727,12.472325062808267,person,280
41.895522190279486,12.472345274902159,person,280
41.895462009652185,12.472261057844273,person,280
41.89549878670894,12.472249828903221,person,280
41.895502130076686,12.472179086574597,person,280
41.89555228057188,12.47220603603312,person,280
41.89556231066619,12.472173472104071,person,280
41.895548937206755,12.472157751586598,person,280
41.89552887701235,12.47213192502218,person,280
41.89551216017887,12.472102729775447,person,280
41.895502130076686,12.472092623728498,person,280
41.895582370850086,12.472071288740501,car,280
41.895538907110335,12.472008406670613,person,280
41.8955589673016,12.47201626692935,person,280
41.89562917792134,12.472075780316922,person,280
41.89562583456025,12.472054445328924,person,280
41.89578965904809,12.471957876435882,person,280
41.89578297234252,12.471941033024304,person,280
41.8958398093175,12.472020758505769,person,280
41.895462009652185,12.472259934950166,person,290
41.89549878670894,12.472249828903221,person,290
41.89556231066619,12.472173472104071,person,290
41.895548937206755,12.472157751586598,person,290
41.89550881681165,12.472107221351868,person,290
41.89549878670894,12.47209711530492,person,290
41.895548937206755,12.472083640575658,person,290
41.895582370850086,12.472071288740501,car,290
41.89555228057188,12.47202300429398,person,290
41.89553556374452,12.472009529564717,person,290
41.89562917792134,12.472074657422818,person,290
41.89562583456025,12.472054445328924,person,290
41.895655924803805,12.471865799119259,person,290
41.89583312261719,12.47202300429398,person,290
41.89578965904809,12.471954507753566,person,290
41.89578297234252,12.471937664341988,person,290
41.895462009652185,12.472263303632483,person,300
41.89549878670894,12.472248706009117,person,300
41.89547538312982,12.472225125232907,person,300
41.89549878670894,12.472183578151018,person,300
41.89556231066619,12.472172349209966,person,300
41.895548937206755,12.472156628692492,person,300
41.89550547344425,12.472108344245973,person,300
41.89549878670894,12.472098238199026,person,300
41.89553222037852,12.472124064763443,person,300
41.895582370850086,12.472071288740501,car,300
41.895538907110335,12.472008406670613,person,300
41.8955589673016,12.47201851271756,person,300
41.89562917792134,12.472075780316922,person,300
41.89562583456025,12.47205556822303,person,300
41.89564923808424,12.4718747822721,person,300
41.89583312261719,12.47201851271756,person,300
41.895786315695396,12.47195113907125,person,300
41.89577962898948,12.471935418553779,person,300
41.895462009652185,12.472262180738378,person,310
41.89549878670894,12.472249828903221,person,310
41.89547538312982,12.472225125232907,person,310
41.895502130076686,12.472181332362807,person,310
41.89549209997293,12.472168980527648,person,310
41.89549209997293,12.472102729775447,person,310
41.89556231066619,12.472172349209966,person,310
41.89550547344425,12.472109467140077,person,310
41.895582370850086,12.472071288740501,car,310
41.89555228057188,12.472021881399874,person,310
41.895538907110335,12.472008406670613,person,310
41.895632521282266,12.472073534528711,person,310
41.89562583456025,12.47205556822303,person,310
41.89565926816333,12.471869167801575,person,310
41.89582977926677,12.472017389823455,person,310
41.895786315695396,12.47194889328304,person,310
41.89577962898948,12.471932049871462,person,310
41.89549209997293,12.472462055889094,person,320
41.89551884691279,12.472375593042997,person,320
41.89551216017887,12.472355380949104,person,320
41.895502130076686,12.472255443373747,person,320
41.89549878670894,12.472248706009117,person,320
41.89549878670894,12.472184701045123,person,320
41.89549878670894,12.472115081610603,person,320
41.89548875660465,12.472104975563656,person,320
41.89556231066619,12.472173472104071,person,320
41.895548937206755,12.472156628692492,person,320
41.895582370850086,12.472071288740501,car,320
41.895538907110335,12.472007283776508,person,320
41.89555562393682,12.47201851271756,person,320
41.89562583456025,12.472076903211027,person,320
41.89562583456025,12.47205556822303,person,320
41.895655924803805,12.471878150954415,person,320
41.89582643591618,12.472012898247034,person,320
41.89578297234252,12.47194664749483,person,320
41.895776285636266,12.471929804083253,person,320
41.89549209997293,12.472462055889094,person,330
41.89551216017887,12.472357626737315,person,330
41.895502130076686,12.472254320479642,person,330
41.89549544334101,12.472248706009117,person,330
41.89549209997293,12.472170103421755,person,330
41.89549544334101,12.472118450292918,person,330
41.89548875660465,12.472107221351868,person,330
41.89556231066619,12.472174594998176,person,330
41.895548937206755,12.472158874480703,person,330
41.895538907110335,12.472126310551655,person,330
41.895582370850086,12.472072411634606,car,330
41.89553556374452,12.472010652458824,person,330
41.89555562393682,12.472019635611664,person,330
41.89562917792134,12.472076903211027,person,330
41.89562583456025,12.472054445328924,person,330
41.89565926816333,12.47187927384852,person,330
41.89582309256541,12.472009529564717,person,330
41.89578297234252,12.47194215591841,person,330
41.895776285636266,12.471926435400938,person,330
41.89549209997293,12.472462055889094,person,340
41.895502130076686,12.472253197585536,person,340
41.89549878670894,12.472247583115012,person,340
41.89549209997293,12.472168980527648,person,340
41.89549544334101,12.472118450292918,person,340
41.89548875660465,12.472108344245973,person,340
41.89556231066619,12.472173472104071,person,340
41.895548937206755,12.472159997374808,person,340
41.895582370850086,12.472071288740501,car,340
41.895548937206755,12.472019635611664,person,340
41.89562917792134,12.472078026105132,person,340
41.89562583456025,12.472054445328924,person,340
41.895655924803805,12.471887134107257,person,340
41.89581974921446,12.472011775352929,person,340
41.89578297234252,12.471938787236093,person,340
41.89577294228287,12.471925312506832,person,340
41.89549209997293,12.4724631787832,person,350
41.895502130076686,12.472255443373747,person,350
41.89549209997293,12.472170103421755,person,350
41.89549209997293,12.472122941869339,person,350
41.89548206986758,12.472111712928287,person,350
41.8955589673016,12.472174594998176,person,350
41.89554559384146,12.472162243163018,person,350
41.89553556374452,12.472130802128074,person,350
41.89553222037852,12.472107221351868,person,350
41.895582370850086,12.472072411634606,car,350
41.89555562393682,12.47201626692935,person,350
41.89562917792134,12.472082517681553,person,350
41.89562583456025,12.47205556822303,person,350
41.89566261152267,12.471886011213153,person,350
41.89581640586334,12.472008406670613,person,350
41.89577962898948,12.471936541447883,person,350
41.89577294228287,12.471923066718622,person,350
41.89549209997293,12.4724631787832,person,360
41.895502130076686,12.472256566267852,person,360
41.89549544334101,12.472167857633544,person,360
41.89548875660465,12.472161120268913,person,360
41.89549544334101,12.47212743344576,person,360
41.89549209997293,12.472124064763443,person,360
41.89556231066619,12.472174594998176,person,360
41.89554559384146,12.472161120268913,person,360
41.89553556374452,12.472133047916286,person,360
41.89553222037852,12.472104975563656,person,360
41.89558571421346,12.472067920058187,car,360
41.89555562393682,12.472014021141138,person,360
41.895632521282266,12.472081394787448,person,360
41.89562583456025,12.47205556822303,person,360
41.895665954881835,12.471890502789574,person,360
41.89581306251205,12.472002792200087,person,360
41.89577962898948,12.471933172765569,person,360
41.8957695989293,12.471920820930412,person,360
41.89549209997293,12.4724631787832,person,370
41.89541520245841,12.472347520690368,person,370
41.895502130076686,12.47236773278426,person,370
41.89546869639135,12.472254320479642,person,370
41.89550547344425,12.472254320479642,person,370
41.89549209997293,12.472173472104071,person,370
41.89548875660465,12.472161120268913,person,370
41.89549209997293,12.47213192502218,person,370
41.89556231066619,12.472174594998176,person,370
41.895548937206755,12.472159997374808,person,370
41.89553556374452,12.4721364165986,person,370
41.89558571421346,12.472067920058187,car,370
41.89555562393682,12.472012898247034,person,370
41.895632521282266,12.472083640575658,person,370
41.89562583456025,12.47205556822303,person,370
41.895665954881835,12.471892748577783,person,370
41.89580971916058,12.472001669305982,person,370
41.8957695989293,12.471919698036306,person,370
41.89577962898948,12.471928681189148,person,370
41.89549209997293,12.4724631787832,person,380
41.89541185908611,12.472348643584473,person,380
41.895502130076686,12.472366609890155,person,380
41.89549878670894,12.47236099541963,person,380
41.89547203976067,12.472253197585536,person,380
41.895502130076686,12.472254320479642,person,380
41.89549544334101,12.472249828903221,person,380
41.89549544334101,12.472171226315862,person,380
41.89548875660465,12.472161120268913,person,380
41.89556231066619,12.472173472104071,person,380
41.895548937206755,12.472159997374808,person,380
41.89553556374452,12.472138662386811,person,380
41.895548937206755,12.472087009257974,person,380
41.89558571421346,12.472067920058187,car,380
41.89555562393682,12.472014021141138,person,380
41.895632521282266,12.472083640575658,person,380
41.89562583456025,12.47205556822303,person,380
41.895665954881835,12.471897240154204,person,380
41.89580971916058,12.471996054835456,person,380
41.89576625557555,12.471917452248096,person,380
41.895776285636266,12.471927558295043,person,380
41.89549209997293,12.4724631787832,person,390
41.89541185908611,12.47234976647858,person,390
41.895502130076686,12.472255443373747,person,390
41.89549209997293,12.47217571789228,person,390
41.89548875660465,12.472161120268913,person,390
41.89548206986758,12.472140908175021,person,390
41.89556231066619,12.472174594998176,person,390
41.895548937206755,12.472158874480703,person,390
41.89553556374452,12.472140908175021,person,390
41.89551884691279,12.472115081610603,person,390
41.895548937206755,12.472082517681553,person,390
41.89558571421346,12.472067920058187,car,390
41.89555562393682,12.472014021141138,person,390
41.895635864643005,12.472084763469763,person,390
41.89562583456025,12.47205556822303,person,390
41.89565926816333,12.471907346201151,person,390
41.89580637580894,12.471991563259037,person,390
41.89576625557555,12.471914083565782,person,390
41.895776285636266,12.471924189612727,person,390
41.89549209997293,12.4724631787832,person,400
41.89549878670894,12.472364364101946,person,400
41.895502130076686,12.472254320479642,person,400
41.89546869639135,12.472224002338802,person,400
41.89549544334101,12.472174594998176,person,400
41.89548875660465,12.472162243163018,person,400
41.89548206986758,12.47214315396323,person,400
41.89547203976067,12.472122941869339,person,400
41.8955589673016,12.47217571789228,person,400
41.89554559384146,12.472161120268913,person,400
41.89553556374452,12.472142031069126,person,400
41.89551884691279,12.472120696081129,person,400
41.895548937206755,12.472079148999237,person,400
41.89558571421346,12.472067920058187,car,400
41.8955589673016,12.472012898247034,person,400
41.895635864643005,12.472087009257974,person,400
